idweb,dateparution,datefindiffusion,datelimitereponse,nomacheteur,code_departement,famille,nature,nature_libelle,type_procedure,type_marche,type_avis,descripteur_libelle,objet,titulaire,annonce_lie,contractfolderid,etat,url_avis,donnees_format,cpv_principal,cpv_all,buyer_siret,buyer_cp,buyer_ville,amount_eur,duration_months,duration_source_field,date_attribution,date_publication_anterieure,notice_id_original,raw_source_file_group,notice_id,year,buyer_name_raw,buyer_name_normalized,objet_clean,buyer_siret_raw,buyer_siret_clean,buyer_siren_raw,buyer_siren_clean,buyer_siren_from_siret,cpv_clean,cpv_full8,cpv_div2,cpv_group3,cpv_class4,cpv_category5,cpv_is_missing,cpv_is_generic,amount_raw,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,amount_clean,duration_raw_boamp,flag_duration_suspect,duration_clean,duration_imputed_flag,category_id,category_label,buyer_siren_enriched,buyer_siret_enriched,buyer_enrichment_source,buyer_enrichment_confidence,buyer_enrichment_status,buyer_enrichment_score,buyer_enrichment_margin,buyer_enrichment_candidate_count,buyer_enrichment_name,buyer_enrichment_note,buyer_key,buyer_key_type,buyer_key_source,raw_trace_id
21-144087,2021-10-28,2021-11-25,,MASH,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Assistance technique|Assistance à maîtrise d'ouvrage|Assistance juridique,MISSION D'AMO TECHNIQUE ET JURIDIQUE POUR LE PILOTAGE ET LE SUIVI DES OPERATIONS ENERGIESPRONG PAYS DE LA LOIRE,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-144087,legacy,72224000,72224000,,44800,Saint Herblain,,48.0,DUREE_MOIS,,,21-144087,data/raw/boamp_current,21-144087,2021,MASH,mash,mission d amo technique et juridique pour le pilotage et le suivi des operations energiesprong pays de la loire,,,,,,72224000,72224000,72,722,7222,72224,False,False,,0,0,0,,48.0,0,48.0,False,CAT02,IT Services & Consulting,983291931,98329193100019,previous_high_confidence_cache,HIGH,matched,100.0,47.6,4,MASH,seeded from existing high-confidence buyer enrichment,SIREN:983291931,SIREN_ENRICHED,external_enrichment,BOAMP:21-144087
21-139944,2021-10-29,2021-12-10,,CA PORNIC AGGLO PAYS DE RETZ,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Informatique (matériel)|Matériel de téléphonie,"Groupement de commande pour la fourniture de matériels informatiques, réseaux et téléphoniques - 2 lots (GC2021-01)",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-139944,legacy,30200000,30200000|32250000,,,PORNIC cedex,,24.0,DUREE_MOIS,,,21-139944,data/raw/boamp_current,21-139944,2021,CA PORNIC AGGLO PAYS DE RETZ,ca pornic agglo pays retz,groupement de commande pour la fourniture de materiels informatiques reseaux et telephoniques 2 lots gc2021 01,,,,,,30200000,30200000,30,302,3020,30200,False,False,,0,0,0,,24.0,0,24.0,False,CAT06,IT Hardware & Equipment,200067346,20006734600011,previous_high_confidence_cache,HIGH,matched,100.0,,1,CA PORNIC AGGLO PAYS DE RETZ,seeded from existing high-confidence buyer enrichment,SIREN:200067346,SIREN_ENRICHED,external_enrichment,BOAMP:21-139944
21-145073,2021-10-30,2021-12-28,,ENSA Nantes,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Audiovisuel,2021-002-Audiovisuel,VIDELIO IEC|ELACOM,21-88585,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-145073,legacy,32321300,32321300|32322000,,44262,Nantes cedex 2,300000.0,,,2021-10-27,2021-07-02,21-145073,data/raw/boamp_current,21-145073,2021,ENSA Nantes,ensa nantes,2021 002 audiovisuel,,,,,,32321300,32321300,32,323,3232,32321,False,False,300000.0,0,0,0,300000.0,,0,,True,CAT04,Telecom & Networks,922749635,92274963500012,previous_high_confidence_cache,HIGH,matched,79.0,35.5,7,ASSOCIATION SPORTIVE DE L'ENSA NANTES,seeded from existing high-confidence buyer enrichment,SIREN:922749635,SIREN_ENRICHED,external_enrichment,BOAMP:21-145073
21-145116,2021-10-30,2021-12-03,,DEPARTEMENT DE LA MAYENNE,53,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Informatique (matériel),Fourniture de matériels informatiques et prestations associées,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-145116,legacy,30230000,30230000|48820000,,53014,Laval,,48.0,DUREE_MOIS,,,21-145116,data/raw/boamp_current,21-145116,2021,DEPARTEMENT DE LA MAYENNE,departement mayenne,fourniture de materiels informatiques et prestations associees,,,,,,30230000,30230000,30,302,3023,30230,False,False,,0,0,0,,48.0,0,48.0,False,CAT06,IT Hardware & Equipment,225300011,22530001100015,previous_high_confidence_cache,HIGH,matched,100.0,14.4,10,DEPARTEMENT DE LA MAYENNE,seeded from existing high-confidence buyer enrichment,SIREN:225300011,SIREN_ENRICHED,external_enrichment,BOAMP:21-145116
21-145399,2021-10-31,2021-12-29,,CD 44,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (prestations de services),hébergement d'une salle informatique pour le département de loire-atlantique et prestations associées,Etixeverywhere,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-145399,legacy,72514100,72514100,,44041,Nantes,481120.0,,,2021-10-26,2021-03-22,21-145399,data/raw/boamp_current,21-145399,2021,CD 44,cd 44,hebergement d une salle informatique pour le departement de loire atlantique et prestations associees,,,,,,72514100,72514100,72,725,7251,72514,False,False,481120.0,0,0,0,481120.0,,0,,True,CAT02,IT Services & Consulting,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,53.5,26.6,8,CD 44 (CD 44) (CD 44),query=cd 44,NAME:cd 44,NAME,normalized_buyer_name,BOAMP:21-145399
21-146075,2021-10-31,2021-12-04,,Ville de Thouaré-sur-Loire,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),"Hébergement, infogérance et fourniture de matériels informatiques.",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-146075,legacy,72222300,72222300,,44470,THOUARE SUR LOIRE,1200000.0,24.0,DUREE_MOIS,,,21-146075,data/raw/boamp_current,21-146075,2021,Ville de Thouaré-sur-Loire,ville thouare loire,hebergement infogerance et fourniture de materiels informatiques,,,,,,72222300,72222300,72,722,7222,72222,False,False,1200000.0,0,0,0,1200000.0,24.0,0,24.0,False,CAT02,IT Services & Consulting,214402042,21440204200110,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE THOUARE-SUR-LOIRE,seeded from existing high-confidence buyer enrichment,SIREN:214402042,SIREN_ENRICHED,external_enrichment,BOAMP:21-146075
21-145507,2021-11-04,2021-12-29,,CD 44,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (assistance),prestations d'assistance et d'expertise autour des composants d'infrastructure de niveau 2 et 3 pour le département et les collèges de loire-atlantique,AIS|Computa center|SCC France|Capgemini|Inetum|TRSB,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-145507,legacy,72611000,72611000,,44041,Nantes,6000000.0,,,2021-10-08,2021-06-11,21-145507,data/raw/boamp_current,21-145507,2021,CD 44,cd 44,prestations d assistance et d expertise autour des composants d infrastructure de niveau 2 et 3 pour le departement et les colleges de loire atlantique,,,,,,72611000,72611000,72,726,7261,72611,False,False,6000000.0,0,0,0,6000000.0,,0,,True,CAT10,IT Maintenance & Support,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,53.5,26.6,8,CD 44 (CD 44) (CD 44),query=cd 44,NAME:cd 44,NAME,normalized_buyer_name,BOAMP:21-145507
21-146817,2021-11-05,2021-11-30,,CC Loire Layon Aubance,49,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Abris|Informatique (maintenance serveurs et réseaux),"Hébergement du système d'information, fourniture de serveurs virtuels dédiés et sécurisés et prestations associées et maintenance",AVITI,21-81812,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-146817,legacy,48800000,48800000,,49170,ST GEORGES SUR LOIRE,302189.0,,,2021-10-27,2021-06-18,21-146817,data/raw/boamp_current,21-146817,2021,CC Loire Layon Aubance,cc loire layon aubance,hebergement du systeme d information fourniture de serveurs virtuels dedies et securises et prestations associees et maintenance,,,,,,48800000,48800000,48,488,4880,48800,False,False,302189.0,0,0,0,302189.0,,0,,True,CAT05,Cloud & Infrastructure,200071553,20007155300016,previous_high_confidence_cache,HIGH,matched,100.0,,1,CC LOIRE LAYON AUBANCE,seeded from existing high-confidence buyer enrichment,SIREN:200071553,SIREN_ENRICHED,external_enrichment,BOAMP:21-146817
21-147382,2021-11-06,2022-02-01,,COMMUNE DE SAINT NAZAIRE,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Logiciel,Renouvellement des infrastructures de stockage,Pentasonic,21-101248,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-147382,legacy,48600000,48600000,,44600,Saint Nazaire,450000.0,,,2021-11-03,2021-07-23,21-147382,data/raw/boamp_current,21-147382,2021,COMMUNE DE SAINT NAZAIRE,commune saint nazaire,renouvellement des infrastructures de stockage,,,,,,48600000,48600000,48,486,4860,48600,False,False,450000.0,0,0,0,450000.0,,0,,True,CAT01,Software & Applications,214401846,21440184600016,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE SAINT-NAZAIRE,seeded from existing high-confidence buyer enrichment,SIREN:214401846,SIREN_ENRICHED,external_enrichment,BOAMP:21-147382
21-147538,2021-11-06,2022-01-04,,Commune de Saint-Herblain,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Maintenance,Installation et maintenance des dispositifs de télésurveillance des équipements municipaux de la Ville de Saint-Herblain,FRESNEL ELECTRICITE,21-76512,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-147538,legacy,72250000,72250000|35120000,,44802,Saint herblain cedex,800000.0,,,2021-10-25,2021-06-11,21-147538,data/raw/boamp_current,21-147538,2021,Commune de Saint-Herblain,commune saint herblain,installation et maintenance des dispositifs de telesurveillance des equipements municipaux de la ville de saint herblain,,,,,,72250000,72250000,72,722,7225,72250,False,False,800000.0,0,0,0,800000.0,,0,,True,CAT03,Cybersecurity,214401622,21440162200011,previous_high_confidence_cache,HIGH,matched,100.0,40.2,2,COMMUNE DE SAINT-HERBLAIN,seeded from existing high-confidence buyer enrichment,SIREN:214401622,SIREN_ENRICHED,external_enrichment,BOAMP:21-147538
21-148700,2021-11-10,2022-01-25,,CH LE MANS,72,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Télécommunications,"Fournitures, prestations de maintenance des infrastructures de communications unifiées et les services associés pour les établissements du GHT 72",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-148700,legacy,32500000,32500000|32000000,,72037,Le mans cedex 09,,48.0,DUREE_MOIS,,,21-148700,data/raw/boamp_current,21-148700,2021,CH LE MANS,ch mans,fournitures prestations de maintenance des infrastructures de communications unifiees et les services associes pour les etablissements du ght 72,,,,,,32500000,32500000,32,325,3250,32500,False,False,,0,0,0,,48.0,0,48.0,False,CAT04,Telecom & Networks,,,,,,,,,,,NAME:ch mans,NAME,normalized_buyer_name,BOAMP:21-148700
21-148591,2021-11-10,2021-12-15,,Laval Agglomération,53,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Matériel phonique,Acquisition de matériel de sonorisation et de diffusion sonore pour le pôle culturel de Laval,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-148591,legacy,32342410,32342410,,53008,Laval cedex,,6.0,DUREE_MOIS,,,21-148591,data/raw/boamp_current,21-148591,2021,Laval Agglomération,laval agglomeration,acquisition de materiel de sonorisation et de diffusion sonore pour le pole culturel de laval,,,,,,32342410,32342410,32,323,3234,32342,False,False,,0,0,0,,6.0,0,6.0,False,CAT04,Telecom & Networks,200083392,20008339200015,previous_high_confidence_cache,HIGH,matched,100.0,9.4,10,LAVAL AGGLOMERATION,seeded from existing high-confidence buyer enrichment,SIREN:200083392,SIREN_ENRICHED,external_enrichment,BOAMP:21-148591
21-148611,2021-11-10,2021-12-09,,Le Mans Métropole - Communauté Urbaine,72,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Informatique (matériel)|Matériel de manutention|Matériel de téléphonie|Véhicules (acquisition),"équipement en matériels informatiques, techniques pour la Setram",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-148611,legacy,39300000,39300000|43800000|32236000|48730000,,72039,Le Mans,,4.0,DUREE_MOIS,,,21-148611,data/raw/boamp_current,21-148611,2021,Le Mans Métropole - Communauté Urbaine,mans metropole communaute urbaine,equipement en materiels informatiques techniques pour la setram,,,,,,39300000,39300000,39,393,3930,39300,False,False,,0,0,0,,4.0,0,4.0,False,CAT_UNKNOWN,Unknown,247200132,24720013200014,previous_high_confidence_cache,HIGH,matched,100.0,60.5,4,LE MANS METROPOLE COMMUNAUTE URBAINE,seeded from existing high-confidence buyer enrichment,SIREN:247200132,SIREN_ENRICHED,external_enrichment,BOAMP:21-148611
21-149403,2021-11-11,2022-02-06,,DEPARTEMENT DE LA MAYENNE,53,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (prestations de services)|Logiciel|Informatique (maintenance serveurs et réseaux),"Acquisition d'abonnement logiciels des outils d'infrastructure, de maintenance et de prestations associées - Lot no01 : abonnement logiciels Microsoft",Scc France,21-104870,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-149403,legacy,72268000,72268000|72267100,,53014,Laval,4000000.0,,,2021-11-03,2021-07-30,21-149403,data/raw/boamp_current,21-149403,2021,DEPARTEMENT DE LA MAYENNE,departement mayenne,acquisition d abonnement logiciels des outils d infrastructure de maintenance et de prestations associees lot no01 abonnement logiciels microsoft,,,,,,72268000,72268000,72,722,7226,72268,False,False,4000000.0,0,0,0,4000000.0,,0,,True,CAT02,IT Services & Consulting,225300011,22530001100015,previous_high_confidence_cache,HIGH,matched,100.0,14.4,10,DEPARTEMENT DE LA MAYENNE,seeded from existing high-confidence buyer enrichment,SIREN:225300011,SIREN_ENRICHED,external_enrichment,BOAMP:21-149403
21-150615,2021-11-14,2021-12-31,,Institut Régional Administration Lyon,69|75|20B|44|57|59,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),Maintenance de l'application SINC-IRA,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-150615,legacy,72200000,72200000,,69616,Villeurbanne cedex,,12.0,DUREE_MOIS,,,21-150615,data/raw/boamp_current,21-150615,2021,Institut Régional Administration Lyon,institut regional administration lyon,maintenance de l application sinc ira,,,,,,72200000,72200000,72,722,7220,72200,False,False,,0,0,0,,12.0,0,12.0,False,CAT02,IT Services & Consulting,832970024,83297002400010,previous_high_confidence_cache,HIGH,matched,94.0,9.7,2,LES AMIS DE L'INSTITUT REGIONAL D'ADMINISTRATION DE LYON (AMIRAL),seeded from existing high-confidence buyer enrichment,SIREN:832970024,SIREN_ENRICHED,external_enrichment,BOAMP:21-150615
21-150402,2021-11-14,2021-12-15,,Nantes Métropole,44,JOUE,APPEL_OFFRE,Avis de marché,RESTREINT,FOURNITURES,5|1|,Logiciel,prestations d'acquisitions des données patrimoniales viaires et des mises à jour du système d'information géographique sur le territoire de nantes métropole,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-150402,legacy,48326100,48326100,,44194,Nantes Cedex 1,,48.0,DUREE_MOIS,,,21-150402,data/raw/boamp_current,21-150402,2021,Nantes Métropole,nantes metropole,prestations d acquisitions des donnees patrimoniales viaires et des mises a jour du systeme d information geographique sur le territoire de nantes metropole,,,,,,48326100,48326100,48,483,4832,48326,False,False,,0,0,0,,48.0,0,48.0,False,CAT01,Software & Applications,794304097,79430409700023,api_recherche_entreprises_current,HIGH,matched,92.2,4.2,10,TAXIS NANTES METROPOLE,query=nantes metropole,SIREN:794304097,SIREN_ENRICHED,external_enrichment,BOAMP:21-150402
21-152470,2021-11-17,2021-12-20,2021-12-20T11:00:00+00:00,Ville de Nantes,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,FOURNITURES,5|1|,Audiovisuel|Câblage|Sonorisation,"location, installation et mise en service de matériels de projection, de son et de câblages pour les élections : présidentielles, législatives de 2022 et les élections européennes de 2024",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-152470,legacy,32320000,32320000,,44094,Nantes cedex 1,,24.0,DUREE_MOIS,,,21-152470,data/raw/boamp_current,21-152470,2021,Ville de Nantes,ville nantes,location installation et mise en service de materiels de projection de son et de cablages pour les elections presidentielles legislatives de 2022 et les elections europeennes de 2024,,,,,,32320000,32320000,32,323,3232,32320,False,False,,0,0,0,,24.0,0,24.0,False,CAT04,Telecom & Networks,214401093,21440109300015,previous_high_confidence_cache,HIGH,matched,100.0,27.0,8,COMMUNE DE NANTES,seeded from existing high-confidence buyer enrichment,SIREN:214401093,SIREN_ENRICHED,external_enrichment,BOAMP:21-152470
21-151331,2021-11-17,2022-01-06,,FONDATION PARTENARIALE POLYTECH,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),Développement d'un outil de gestion à destination du concours Polytech.,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-151331,legacy,72212900,72212900|None,,13007,Marseilles,180000.0,12.0,DUREE_MOIS,,,21-151331,data/raw/boamp_current,21-151331,2021,FONDATION PARTENARIALE POLYTECH,fondation partenariale polytech,developpement d un outil de gestion a destination du concours polytech,,,,,,72212900,72212900,72,722,7221,72212,False,False,180000.0,0,0,0,180000.0,12.0,0,12.0,False,CAT07,Digital Workplace & Collaboration,831928452,83192845200075,previous_high_confidence_cache,HIGH,matched,100.0,,1,FONDATION PARTENARIALE POLYTECH,seeded from existing high-confidence buyer enrichment,SIREN:831928452,SIREN_ENRICHED,external_enrichment,BOAMP:21-151331
21-151813,2021-11-18,2021-12-23,,VENDEE EAU,85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Etude,"Procédures administratives-Mise en oeuvre des périmètres de protection-Retenues de l'Angle Guignard, de Rochereau, du complexe de Mervent, du Captage de Gros-Noyer et du Jaunay-3 Lots",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-151813,legacy,71241000,71241000|72410000,,85036,La Roche sur Yon,,48.0,DUREE_MOIS,,,21-151813,data/raw/boamp_current,21-151813,2021,VENDEE EAU,vendee eau,procedures administratives mise en oeuvre des perimetres de protection retenues de l angle guignard de rochereau du complexe de mervent du captage de gros noyer et du jaunay 3 lots,,,,,,71241000,71241000,71,712,7124,71241,False,False,,0,0,0,,48.0,0,48.0,False,CAT_UNKNOWN,Unknown,258500222,25850022200033,previous_high_confidence_cache,HIGH,matched,100.0,50.3,10,VENDEE EAU,seeded from existing high-confidence buyer enrichment,SIREN:258500222,SIREN_ENRICHED,external_enrichment,BOAMP:21-151813
21-153244,2021-11-20,2021-12-31,,Réseau Canopé,86|75|971|973|974|972|20A|44|92,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Informatique (matériel)|Logiciel,21-026,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-153244,legacy,30200000,30200000|48000000,,86961,Futuroscope,,24.0,DUREE_MOIS,,,21-153244,data/raw/boamp_current,21-153244,2021,Réseau Canopé,reseau canope,21 026,,,,,,30200000,30200000,30,302,3020,30200,False,False,,0,0,0,,24.0,0,24.0,False,CAT06,IT Hardware & Equipment,180043010,18004301001485,previous_high_confidence_cache,HIGH,matched,100.0,,1,RESEAU CANOPE,seeded from existing high-confidence buyer enrichment,SIREN:180043010,SIREN_ENRICHED,external_enrichment,BOAMP:21-153244
21-153463,2021-11-21,2022-02-16,,DEPARTEMENT DE LA SARTHE,72,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (prestations de services),"Acquisition de licences, de prestations de maintenance et d'assistance des progiciels et équipements de sécurité",Exaprobe,21-88219,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-153463,legacy,72250000,72250000|None,,72072,Le Mans,620000.0,,,2021-11-05,2021-07-02,21-153463,data/raw/boamp_current,21-153463,2021,DEPARTEMENT DE LA SARTHE,departement sarthe,acquisition de licences de prestations de maintenance et d assistance des progiciels et equipements de securite,,,,,,72250000,72250000,72,722,7225,72250,False,False,620000.0,0,0,0,620000.0,,0,,True,CAT03,Cybersecurity,227200029,22720002900014,previous_high_confidence_cache,HIGH,matched,100.0,,1,DEPARTEMENT DE LA SARTHE,seeded from existing high-confidence buyer enrichment,SIREN:227200029,SIREN_ENRICHED,external_enrichment,BOAMP:21-153463
